Nomor,Nama,Label,Alamat,Telephone
34,b'Bank Sampah Gobleg Go Green',Organisasi Sukarelawan,"Q34C+786, Asah Gobleg, Gobleg, Banjar, Gobleg, Kec. Banjar, Kabupaten Buleleng, Bali 81152",0857-9231-2379
35,b'Kantor Pramuka Siliragung',Organisasi Sukarelawan,"C4R5+926, Jl. Bhayangkara, Dusun Krajan, Siliragung, Kec. Siliragung, Kabupaten Banyuwangi, Jawa Timur 68488",0823-3302-2733
36,b'Relawan FRPB',Organisasi Sukarelawan,"RG29+WVH, Dusun kebun, desa pademawu timur, Kwanyar, Majungan, Kec. Pademawu, Kabupaten Pamekasan, Jawa Timur 69323",None
37,b'Imaji enterprise',Organisasi Sukarelawan,"Dusun Gunung Remuk Rt.01 Rw.02, Lkr. Kp. Baru, Bulusan, Kec. Kalipuro, Kabupaten Banyuwangi, Jawa Timur 68451",None
38,b'RUMAH SINGGAH NUSANTARA (RBGI)',Organisasi Sukarelawan,"Gg. Gabus, Dasan Cermen, Kec. Sandubaya, Kota Mataram, Nusa Tenggara Bar. 83232",(0370) 7855564
39,b'Genpi Lombok Sumbawa',Organisasi Sukarelawan,"Jogot Madani Residence Blok B2 Jalan TGH Lopan No. 100 Bagek Polak Kecamatan Labuapi, Bagik Polak, Kec. Selaparang, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83361",0818-386-964
40,b'Palang Merah Indonesia',Organisasi Sukarelawan,"Jl. Ngurah Rai No.55, Karangasem, Kec. Karangasem, Kabupaten Karangasem, Bali 80811",None
41,b'Posko Relawan Lintas Komunitas',Organisasi Sukarelawan,"V26G+H3, Banjarrejo, Sumbermujur, Kec. Candipuro, Kabupaten Lumajang, Jawa Timur",None
42,b'Posko Relawan ISN',Organisasi Sukarelawan,"Jl. Jend. Sudirman No.175, Sumberrejo, Sumberejo, Kec. Candipuro, Kabupaten Lumajang, Jawa Timur 67373",0823-3149-4266
43,b'Koordinasi Penanggulangan Kemiskinan',Organisasi Sukarelawan,"Jl. Soekarno - Hatta No.42, Sukabumi, Kec. Mayangan, Kota Probolinggo, Jawa Timur 67219",None
44,b'Juli Purnama',Organisasi Sukarelawan,"RFPH+C54, Jl. Cokroatmojo Gg. X, Rw. 01, Parteker, Kec. Pamekasan, Kabupaten Pamekasan, Jawa Timur 69317",None
45,b'basecamp TRJ',Organisasi Sukarelawan,"Jl. Letjen Panjaitan No.81, Gumuk Kerang, Sumbersari, Kec. Sumbersari, Kabupaten Jember, Jawa Timur 68121",None
46,b'Dewan Pengurus Daerah Sukarelawan Pemuda Nusa Tenggara Barat',Lembaga Swadaya Masyarakat (LSM),"UD. Mataho, Jl. Kesra Raya No.18, Tj. Karang Permai, Kec. Sekarbela, Kota Mataram, Nusa Tenggara Bar. 83115",None
47,b'Sekretariat MAPENSA',Organisasi Sukarelawan,"RPP8+VPW, Krajan Timur, Sumbersari, Kec. Kaliwates, Kabupaten Jember, Jawa Timur 68121",None
48,b'Firum Relawan Pamekasan',Organisasi Sukarelawan,"RFWH+VJC, Gladak Anyar, Kec. Pamekasan, Kabupaten Pamekasan, Jawa Timur 69317",None
49,b'Mako Siaga 9.21',Organisasi Sukarelawan,"Jl. Joyoboyo No.29, RT.006/RW.06, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60242",0838-3067-9918
50,b'POSKO TAGANA NTB',Organisasi Sukarelawan,"Jl. Gn. Dieng No.8, Dasan Agung Baru, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83125",None
51,b'MAKO Komunitas Relawan Independen Surabaya',Organisasi Sukarelawan,"Jl. Manukan Lor III No.2, Manukan Kulon, Kec. Tandes, Kota SBY, Jawa Timur 60185",0853-3674-4289
52,b'MENGUPAS DUNIA LAIN',Organisasi Sukarelawan,"Panji, Kec. Sukasada, Kabupaten Buleleng, Bali 80111",None
53,b'Organisasi Sukarelawan',Jasa Pembuangan Sampah,"Jl. Babatan Pilang XIV / G1 no.15, Babatan, Kec. Wiyung, Kota SBY, Jawa Timur 60227",0898-3858-834
54,b'Edhy Yushie',Organisasi Sukarelawan,"WJ72+3PV, Ruberru, Kertagenah Tengah, Kec. Kadur, Kabupaten Pamekasan, Jawa Timur 69355",None
55,b'Komunitas berbagi sedekah',Organisasi Sukarelawan,"Jl. Wiroto II No.1, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65121",0851-5792-9964
56,b'KUB Gerongan Jaya',Organisasi Sukarelawan,"9VV2+326, Watugede, Gerongan, Kec. Kraton, Pasuruan, Jawa Timur 67151",0857-3038-2983
57,b'Yayasan Bunga Bali',Organisasi Pelayanan Sosial,"Jl. Prof. Dr. Ida Bagus Mantra No.111, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237",(0361) 465943
58,b'KSR PMI UNIT SYAIKH ZAINUDDIN NW ANJANI',Organisasi Sukarelawan,"Jl. Raya Anjani, Anjani, Kec. Suralaga, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83661",0818-0334-5680
59,b'Relawan Baret 1',Organisasi Sukarelawan,"Gg. Modin No.29, Jemur Wonosari, Kec. Wonocolo, Kota SBY, Jawa Timur 60237",None
60,b'Infaqlillah',Organisasi Sukarelawan,"Perum, Jl. Utama Gading Fajar 1 No.B6/21, Siwalan Panji, Siwalanpanji, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252",0821-4053-4712
61,b'KKN 06 UNISMA',Organisasi Sukarelawan,"VQM3+459, Klakah, Patokpicis, Kec. Wajak, Kabupaten Malang, Jawa Timur 65173",None
62,b'Posko Bersama Masyarakat Relawan Probolinggo',Organisasi Sukarelawan,"Jl. Mastrip Gg. Ukiran No.7, Kedopok, Kec. Kedopok, Kota Probolinggo, Jawa Timur 67231",None
63,b'Akar Teki Indonesia',Organisasi Sukarelawan,"Jalan Bungurasih Utara nomor 5 Rt 05 Rw 04, Sidoarjo, Kundi, Kepuhkiriman, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256",0812-3542-7819
64,b'Sekretariat Karang Taruna Pemuda Berkarya',Organisasi Sukarelawan,"7XR2+2PH, Ketegan, Kec. Rejoso, Pasuruan, Jawa Timur 67181",None
65,b'Komunitas Gema Perdamaian (Echo of Peace)',Organisasi Nonprofit,"Lingkungan Wisma Nusa Permai Blok D No. 14, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",None
66,b'Padepokan GERPIK (Gerakan Peduli Kemanusiaan)',Organisasi Sukarelawan,"Jl. Dukuh Pakis V No.73, Dukuh Pakis, Kec. Dukuhpakis, Kota SBY, Jawa Timur 60225",0817-9358-560
67,b'POSKOMANDO SAR TRENGGANA MALANG RAYA',Organisasi Sukarelawan,"Blk. JJ2-JJ5 No.1c, Dusun Klandungan, Landungsari, Kec. Dau, Kabupaten Malang, Jawa Timur 65151",None
68,b'Relawan TIK Jember',Organisasi Sukarelawan,"Wirolegi, Area Sawah/Kebun, Krajan, Kec. Sumbersari, Kabupaten Jember, Jawa Timur 68124",None
69,b'Sahabat Bumi Green House',Organisasi Sukarelawan,"Gg. 9 No.32, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65149",0815-5494-5455
70,b'Palang Merah Indonesia Cabang Kota Surabaya Ranting Bulak',Organisasi Sukarelawan,"Jl. Kyai Tambak Deres No.252, Bulak, Kec. Bulak, Kota SBY, Jawa Timur 60124",None
71,b'Senkom Mitra Polri Kab Banyuwangi',Organisasi Sukarelawan,"Jl. Ikan Arwana No.18, Kertosari, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68418",0853-3021-8117
72,b'Sekretariat Karang Taruna Progres',Organisasi Sukarelawan,"Jl. Pahlawan No.1, Guluk Guluk Tengah I, Tengah Selatan, Kec. Guluk-Guluk, Kabupaten Sumenep, Jawa Timur",None
73,b'Forum Relawan Penanggulangan Bencana Pamekasan',Organisasi Sukarelawan,"RFWH+RJ6, Gladak Anyar, Kec. Pamekasan, Kabupaten Pamekasan, Jawa Timur 69317",None
74,b'Kantor LKM SEVEN DEE Sidorejo',Organisasi Sukarelawan,"Jl. Raya Sidorejo No.8, Sidorejo, Kec. Krian, Kabupaten Sidoarjo, Jawa Timur 61262",None
75,b'Komunitas Sukorejo Peduli',Organisasi Sukarelawan,"Genengan, Glagahsari, Kec. Sukorejo, Pasuruan, Jawa Timur 67161",0896-8522-2204
76,b'Panti Asuhan Ar-Rohim',Organisasi Sukarelawan,"PQH6+V8C, Jl. Karang Menjangan, Mojo, Kec. Gubeng, Kota SBY, Jawa Timur 60286",0896-1672-1102
77,b'HIMACITA JEMBER',Organisasi Sukarelawan,"Jl. Jawa No.10, Tegal Boto Lor, Sumbersari, Kec. Sumbersari, Kabupaten Jember, Jawa Timur 68121",0821-3223-2678
78,b'Sekretariat SRT',Organisasi Sukarelawan,"Jl. Dukuh Pakis I No.5, Dukuh Pakis, Kec. Dukuhpakis, Kota SBY, Jawa Timur 60225",None
79,b'PMR MADYA MTS MIFTAHUL ULUM',Organisasi Sukarelawan,"Jl raya centong, Bawang, Kec. Pesantren, Kota Kediri, Jawa Timur 64136",0821-4354-0673
80,b'Pecinta alam semesta manunggalno wadahe roso ashabul kahfi',Organisasi Sukarelawan,"6JGR+FV3, Unnamed Road, Hutan, Tambak Sari, Kec. Purwodadi, Pasuruan, Jawa Timur 67162",0813-3314-4833
81,b'Rumah Relawan Ganjar1st Jawa Timur',Organisasi Sukarelawan,"Jalan Kupang Segunting 3/34 RT/RW 04/02, DR. Soetomo, Kec. Tegalsari, Kota SBY, Jawa Timur 60264",0878-5977-9799
82,b'Jangkar Kelud',Organisasi Sukarelawan,"Jl.PLTA Mendalan Km.05 Pondokagung,, Pondok, Pd. Agung, Kec. Kasembon, Kabupaten Malang, Jawa Timur 65393",None
83,b'JAR (Jejak Anak Rimba) Sidoarjo',Organisasi Sukarelawan,"jl.sono indah utara 2 rt 3 rw 5 no 10 Buduran, Klanggri, Sidokerto, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61252",0857-3163-6445
84,b'Radio Emergency Commonications & ICS Disaster Valunteer',Organisasi Sukarelawan,"MQ99+C79, Jl. Pesantren, Sidosermo, Kec. Gn. Anyar, Kota SBY, Jawa Timur 60293",None
85,b'MAKO Surabaya Emergency Response',Organisasi Sukarelawan,"31, Jl. Kalilom Lor Timur No.1b, Tanah Kali Kedinding, Kec. Kenjeran, Kota SBY, Jawa Timur 60129",None
86,b'Sekber FRPB Pamekasan',Organisasi Sukarelawan,"Jl. Pintu Gerbang Gg. 4A, Blok Klompang no 12, Pokolan, Bugih, Kec. Pamekasan, Kabupaten Pamekasan, Jawa Timur 69317",0819-3151-5222
87,b'Pasuruan Bahagia',Organisasi Sukarelawan,"Jl. Panglima Sudirman No.26 A, Purworejo, Kec. Purworejo, Kota Pasuruan, Jawa Timur 67115",None
88,b'BSMI Kota Probolinggo',Organisasi Sukarelawan,"Jl. KH. Hasyim Ashari No.129, Mangunharjo, Kec. Mayangan, Kota Probolinggo, Jawa Timur 67217",None
89,b'Gardu Sosial KSB MAHAMERU',Organisasi Sukarelawan,"XRHQ+V6H, Gubukklakah, Gubugklakah, Kec. Poncokusumo, Kabupaten Malang, Jawa Timur 65157",None
90,b'Dompet Dhuafa Volunteer Jawa Timur',Organisasi Sukarelawan,"002, Jl. Mleto No.49, RW.06, Klampis Ngasem, Kec. Sukolilo, Kota SBY, Jawa Timur 60117",0812-3986-4770
91,b'Rumah mas Syamsul arifin',Organisasi Sukarelawan,"Dusun pele'an, Mandung, Kec. Kokop, Kabupaten Bangkalan, Jawa Timur",None
92,b'BARA JP BONDOWOSO',Organisasi Sukarelawan,"3R7C+FWH, Jl. AIP Mugiman, Ds. Koncer Kidul, Tenggarang, Krajan, Koncer Kidul, Kec. Bondowoso, Kabupaten Bondowoso, Jawa Timur 68281",None
93,b'IEA Wilayah Lumajang',Organisasi Sukarelawan,"Jl. Kapten Pierre Tendean No.23-53, Tompokersan, Kec. Lumajang, Kabupaten Lumajang, Jawa Timur 67316",None
94,b'Alfatekelits',Organisasi Sukarelawan,"Gedung Nasdec Lt. 1 Kampus ITS, Kec. Sukolilo, Kota SBY, Jawa Timur 60111",0818-103-001
95,b'KANTOR LSM FPSR',Organisasi Sukarelawan,"Jl. Raya Driyorejo No.266, Dusun Driyorejo, Driyorejo, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur 61177",None
96,b'Markas KSR PMI UNIT UNIRA',Organisasi Sukarelawan,"Barat, Panglegur, Kec. Tlanakan, Kabupaten Pamekasan, Jawa Timur 69371",None
97,b'Basecamp RR Bondowoso',Organisasi Sukarelawan,"Unnamed Road, Krajan, Curahdami, Kec. Curah Dami, Kabupaten Bondowoso, Jawa Timur 68251",0852-5854-5096
98,b'RELAWAN TIK PASURUAN',Organisasi Sukarelawan,"7MGF+4GF, Gotehan, Dayurejo, Kec. Prigen, Pasuruan, Jawa Timur 67157",0878-5552-8600
99,b'JZ13QDV - ICS and REC Disaster',Organisasi Sukarelawan,"Jl. Jagir Sidoresmo XI No.25, Jagir, Kec. Wonokromo, Kota SBY, Jawa Timur 60244",0856-4500-2992
100,b'POSKO ALFATEAM JATIM',Organisasi Sukarelawan,"Dusun Masjid, RT.05/RW.03, Randumerak, Kec. Paiton, Kabupaten Probolinggo, Jawa Timur 67291",0819-4579-7555
101,b'Pantai Selatan Rescue',Organisasi Sukarelawan,"Jl kondangbajul No.Desa, Area Sawah/Kebun, Tambakrejo, Kec. Sumbermanjing Wetan, Kabupaten Malang, Jawa Timur 65176",0822-3105-9326
102,b'Mako Relawan Semin',Organisasi Sukarelawan,"Jl. Raya Semin Kemejing No.001, RT.003, Bendung, Kec. Semin, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55854",None
103,b'Sekretariat bersama FRPB PAMEKASAN',Organisasi Sukarelawan,"RFWP+9GM, Kolpajung, Kec. Pamekasan, Kabupaten Pamekasan, Jawa Timur 69317",0819-3736-0421
104,b'Basecamp Maharesigana UMM',Organisasi Sukarelawan,"Karyawiguna, Kec. Lowokwaru, Tunggulwulung, Lowokwaru, Kota, Kota Malang, Jawa Timur 65143",0815-6468-0708
105,b'Patok SS (statspoorswegen)',Organisasi Sukarelawan,"Jl. Ploso No.21-31, Oro-oro Ombo, Kec. Kartoharjo, Kota Madiun, Jawa Timur 63119",None
106,b'BPI KPNPA RI Sidoarjo',Organisasi Sukarelawan,"Jl. Mutiara Citra Asri No.1-2, Boro, Kec. Tanggulangin, Kabupaten Sidoarjo, Jawa Timur 61272",None
107,b'SEKRETARIAT RAPI LOKAL 7 SAMPUNG',Organisasi Sukarelawan,"Bukhori, Jl. Al Kholili, Mandahilang, Tulung, Kec. Sampung, Kabupaten Ponorogo, Jawa Timur 63454",None
108,b'KOSAPA 77',Organisasi Sukarelawan,"Jl. Kaliwaru No.2-A, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",0877-3883-2845
109,b'ORGANISASI RELAWAN DAN BUDAYA',Organisasi Sukarelawan,"Jetis, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",None
110,b'Rumah Inspiratif',Organisasi Sukarelawan,"Sumber Sari, Sumbersari, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457",0812-5966-2957
111,b'RZ Wonosalam',Organisasi Sukarelawan,"7WM5+WXW, Wonosalam, Wonosari, Gempol, Pasuruan, Jawa Timur 67174",None
112,b'Sekretariat Prapala Stikosa Aws',Organisasi Sukarelawan,"Nginden Intan Timur I No.18, Nginden Jangkungan, Kec. Sukolilo, Kota SBY, Jawa Timur 60118",None
113,b'Rumah Relawan Ganjarist Prambanan',Organisasi Sukarelawan,"6GV6+CJW, Kongklangan, Kotesan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454",None
114,b'mako RELAWAN GERDU',Organisasi Sukarelawan,"938W+WJM, Popongan, Gerdu, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah",None
115,b'SEKRETARIAT BERSAMA RELAWAN BERBAH',Organisasi Sukarelawan,"5CVV+R4J, Berbah, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",None
116,b'Sekretariat PP IKBAL TABAH',Organisasi Sukarelawan,"49FJ+4PR, Kranji, Kec. Paciran, Kabupaten Lamongan, Jawa Timur 62264",None
117,b'Posko Relawan Satgas Sungai Ponorogo',Organisasi Sukarelawan,"Jl. May.Jend. Sutoyo S No.12, Kertosari, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491",None
118,b'Posko AREK JATIM PUAS - Malang',Organisasi Sukarelawan,"WHHW+RG9, Jalan Raya, Jatirejo, Pakisaji, Malang Regency, East Java 65162",None
119,b'TSR PMI KAB.PROBILINGGO',Organisasi Sukarelawan,"Pesantren, Kraksaan Wetan, Kec. Kraksaan, Kabupaten Probolinggo, Jawa Timur 67282",None
120,b'PMI Kabupaten Lombok Timur',Organisasi Sukarelawan,"Jl. Prof. M Yamin SH No.53, Khusus Kota Selong, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83619",0818-0366-0351
121,b'Dharma Wanita Persatuan Dinas Perindustrian Dan Perdagangan',Organisasi Sukarelawan,"Jl. Siwalankerto Utara II No.42, Siwalankerto, Kec. Wonocolo, Kota SBY, Jawa Timur 60236",(031) 8433967
122,b'Posko Relawan Ganefo',Organisasi Sukarelawan,"M385+V4G, Jelis, Katelan, Kec. Tangen, Kabupaten Sragen, Jawa Tengah 57261",None
123,b'KRI Kota Surakarta',Organisasi Sukarelawan,"CRQX+2WQ, Jl. Ir. Sutami, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125",0813-9345-9000
124,b'Markas KSR-PMI UMM',Organisasi Sukarelawan,"Jl. Karyawiguna No.326, Babatan, Tegalgondo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",0853-7293-6960
125,b'Sekretariat Jaringan Relawan Pengurangan & Penanggulangan Bencana Kabupaten Pati',Organisasi Sukarelawan,"Jl. Merpati No.101, Pati Wetan/Dosoman, Pati Wetan, Kec. Pati, Kabupaten Pati, Jawa Tengah 59115",0852-9067-6940
126,b'Kantor Pusat KRI',Organisasi Sukarelawan,"FQV7+VW6, Lemah Abang, Dibal, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",None
127,b'Posko Relawan RPM',Organisasi Sukarelawan,"Jl. Karangpandan-Ngargoyoso, Sidi, Nglegok, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793",0813-9267-3458
128,b'Posko relawan gemawang',Organisasi Sukarelawan,"Jl. Karanganyar-Karangpandan No.27, Bendungan, Bangsri, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0813-2711-6557
129,b'Edi Nugroho',Organisasi Sukarelawan,"274G+8MG, Tegalsari, RT.068, Srigading, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta",0813-9041-7771
130,b'Basecamp RPAI Mojokerto 03',Organisasi Sukarelawan,"Jl. Pekuncen III No.80, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328",None
131,b'Galeri Oleh oleh Surabaya',Organisasi Sukarelawan,"Jl. Lidah Kulon 1 no. 5d, RT.004/RW.001, Lidah Kulon, Kec. Lakarsantri, Kota SBY, Jawa Timur 60213",0851-0334-8000
132,b'KRI BASECAMP JAMPEN',Organisasi Sukarelawan,"FQQV+FCV, jampen, RT.02/RW.06, Karang Pong, Kismoyoso, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",0815-4842-0391
133,b'Markas Relawan GURUH MERAPI Magelang',Organisasi Sukarelawan,"F87X+775, Jl. Babadan, Mangunsoko, Kec. Dukun, Kabupaten Magelang, Jawa Tengah 56482",None
134,b'KSR-PMI Unit UIN Malang',Organisasi Sukarelawan,"Jl. Gajayana No.50, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",None
135,b'Mbah MODIN Waruktengah',Organisasi Sukarelawan,"GG37+R7M, RT.09/RW.01, Karasan, Waruk Tengah, Kec. Pangkur, Kabupaten Ngawi, Jawa Timur 63282",None
136,b'Karbolo Community',Organisasi Sukarelawan,"Unnamed Road, Mancasan, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",0878-3844-6911
137,b'Base Camp ARMI',Organisasi Sukarelawan,"Jl.Siliwangi No.1 RT.01 RW.01 Dsn.Koripan, Koripan, Bangsongan, Kec.Kayenkidul, Kabupaten Kediri, Jawa Timur 64183",None
138,b'Pos 3 CODE X Relawan Jogja',Organisasi Sukarelawan,"59Q6+R3X, Jl. Komp. Taman Sari, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",0813-3787-5756
139,b'BAITUL MAAL AL IHSAN',Organisasi Sukarelawan,"komplek Masjid Al Ihsan, Jl. Sumur Ombe, Semangu, Blimbing, Kec. Paciran, Kabupaten Lamongan, Jawa Timur 62263",0853-3035-2655
140,b'HOME BASE RELAWAN S.K.A.T',Organisasi Sukarelawan,"Desa Jurangjero, RT. 02 / RW. 02 Karanganom, Dusun I, Jurangjero, Kec. Karanganom, Kabupaten Klaten, Jawa Tengah 57475",0812-8181-7911
141,b'Mako BAGANa',Organisasi Sukarelawan,"93CR+CHH, Gedangan, Salam, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0823-2226-1926
