Nomor,Nama,Label,Alamat,Telephone
42,b'Relawan Ambulance',Organisasi Sukarelawan,"4552+XVX, Sindangsari, Kec. Cilaku, Kabupaten Cianjur, Jawa Barat",0857-9426-5309
43,b'Rumah Yatim (Head Office)',Organisasi Nonprofit,"Jl. Buah Batu No.296, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265",(022) 7312027
44,b'Indorelawan',Organisasi Nonprofit,"Jl. Panglima Polim V No.60, RT.1/RW.7, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",0811-9777-140
45,b'RELAWAN KAMPUNG',Organisasi Sukarelawan,"Kp Sukarame Jln. Puncak kaba, Kabupaten Cianjur, Jawa Barat",None
46,b'Sukarelawan montana',Organisasi Sukarelawan,"7253+WF2, Jl. Kebun Raya Cibodas, Cimacan, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",None
47,b'KSR PMI UNIT UIN SUNAN GUNUNG DJATI BANDUNG',Organisasi Sukarelawan,"Jl. Gg. Kujang No.82, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614",0813-1212-6820
48,b'GOP Relawan',Organisasi Sukarelawan,"Jl. Raya Cisayong No.032, KP.Sindanghurip, Jatihurip, Kec. Cisayong, Kabupaten Tasikmalaya, Jawa Barat 46153",None
49,b'Komunitas Sukarelawan Cirebon',Organisasi Sukarelawan,"Gedung Kantor SEB LOGISTICS, Ruko Perum Tirta Plumbon indah, Jl. Raya Plumbon - Palimanan No.KM.11, Gombang, Kabupaten Cirebon, Jawa Barat 45155",0815-6477-8879
50,"b'PUSKESOS (Pusat Kesejahteraan Sosial) Sindangpanon,'",Organisasi Sukarelawan,"WHRM+HQX, Sindangpanon, Kec. Banjaran, Kabupaten Bandung, Jawa Barat 40377",0857-9906-9999
51,b'Relawan Dahsyat Centre',Organisasi Sukarelawan,"Jl. R. Ikik Wiradikarta No.4, Yudanagara, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46112",None
52,b'BC. G-ber',Organisasi Sukarelawan,"WV8W+8HF, Jl. Mandalawangi, Talagasari, Kec. Kadungora, Kabupaten Garut, Jawa Barat 44153",None
53,b'Rumah',Organisasi Sukarelawan,"8X3F+M8J, Tugu Utara, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750",None
54,b'Nani / Topik Permana',Organisasi Sukarelawan,"PG8R+9VH, Banyuasih, Kec. Banyusari, Kabupaten Karawang, Jawa Barat 41374",None
55,b'PGRI Cabang Kotabaru',Organisasi Sukarelawan,"HFXJ+H8M, Jl. Raya Kota Baru Karawang, Wancimekar, Kec. Kota Baru, Kabupaten Karawang, Jawa Barat 41374",None
56,b'Relawan Militan Prabowo Sekertariat',Organisasi Sukarelawan,"M8CH+Q75, Jl. Surotokunto, Warungbambu, Kec. Karawang Tim., Kabupaten Karawang, Jawa Barat 41371",None
57,b'JL. KARANGSINOM-TEGALSARI NO.33',Organisasi Sukarelawan,"JCHR+78H, Kp, Jl. Sadang, RT.10/RW.04, Karangsinom, Kec. Tirtamulya, Kabupaten Karawang, Jawa Barat 41372",0888-0999-7732
58,b'Harmonikaz',Organisasi Sukarelawan,"Babakan, Rancaekek Wetan, Kec. Rancaekek, Kabupaten Bandung, Jawa Barat 40394",None
59,b'Sekretariat Karang Taruna Unit 06',Organisasi Sukarelawan,"G28V+GJH, Jl. Kp. Kepang, Singajaya, Kec. Jonggol, Kabupaten Bogor, Jawa Barat 16830",None
60,b'Dpd JPKPemerintah Kota Tasik',Organisasi Sukarelawan,"Jl. R.E. Martadinata No.210, Cipedes, Kec. Cipedes, Kab. Tasikmalaya, Jawa Barat 46133",None
61,b'Posko Relawan Sahabat Asyik',Organisasi Sukarelawan,"Jl. Madinah 2 No.10, Karangsetia, Kec. Karangbahagia, Kabupaten Bekasi, Jawa Barat 17530",0813-8132-6962
62,b'Relawan Sunda Minpin Kab. Bekasi',Organisasi Sukarelawan,"Q4VW+9J3, Jl. Kp. Pulotiga, Banjarsari, Kec. Sukatani, Kabupaten Bekasi, Jawa Barat 17630",0812-2491-5226
63,b'MarkasLBBC.KAB.TAS',Organisasi Sukarelawan,"Jl.Desa Sukamanah(Deasel, Jl. Sukabirus, Sukamanah, Kec. Cigalontang, Kabupaten Tasikmalaya, Jawa Barat 46463",None
64,b'Cyber Indonesia',Organisasi Sukarelawan,"JR9R+8PM, Mekar Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411",None
65,b'M.Gilang Adventurer',Organisasi Sukarelawan,"VHCH+FG7, depok village, Warjabakti, Kec. Cimaung, Kabupaten Bandung, Jawa Barat 40375",None
66,b'goodbyesampah',Organisasi Sukarelawan,"jl. calgary 1 H no.9, Pasirranji, Kec. Cikarang Pusat, Kabupaten Bekasi, Jawa Barat 17811",None
67,b'BASECAMP RELAWAN',Organisasi Sukarelawan,"XR62+XR2, sebrang masjid SPBU, Jl. Cijambe, Sindangresmi, Kec. Jampang Tengah, Kabupaten Sukabumi, Jawa Barat 43171",None
68,b'RUMAH RELAWAN IDRIS',Organisasi Sukarelawan,"Jl. Bogor Asri Cibinong No.21, Jatimulya, Kec. Cilodong, Kota Depok, Jawa Barat 16413",None
69,b'RELAWAN NUSANTARA BOGOR',Organisasi Sukarelawan,"Jl. Achmad Adnawijaya No.8, RT.02/RW.11, Tegal Gundil, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16152",0812-8389-1486
70,b'Relawan DOA (Dapur OREN. art)',Organisasi Sukarelawan,"Mekarsari, Kec. Cicurug, Kabupaten Sukabumi, Jawa Barat 43357",0812-8887-1101
71,b'IKPP 06',Organisasi Sukarelawan,"PRJJ+XHP, RT.6/RW.5, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740",0896-0268-0398
72,b'TRN',Organisasi Sukarelawan,"2, Jl. Kencana Permai III No.19 2 15, RT.2/RW.15, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310",(021) 27654197
73,b'KWARTIR RANTING HAURGEULIS',Organisasi Sukarelawan,"GWQV+RCX, Haurgeulis, Kec. Haurgeulis, Kabupaten Indramayu, Jawa Barat 45264",None
74,b'Komunitas saung berbagi cianjur',Organisasi Sukarelawan,"44Q5+X4P, Ciwalen, Kec. Warungkondang, Kabupaten Cianjur, Jawa Barat 43261",None
75,b'Jaga Balai',Organisasi Sukarelawan,"Jl. Cipaku No.99, Cipaku, Kec. Majalaya, Kabupaten Bandung, Jawa Barat 40383",None
76,b'Duriat Pageuh',Organisasi Sukarelawan,"H92P+228, Karanganyar, Kec. Klari, Kabupaten Karawang, Jawa Barat 41371",0853-1115-6837
77,b'jihadzulfiqar',Organisasi Sukarelawan,"jl jambudipa RT 01 / RW 07 No. 100, Cilebut Tim., Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710",None
78,b'Markas Palang Merah Indonesia Kab Cianjur',Organisasi Sukarelawan,"Jl. Pangeran Hidayatullah No.45A, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212",None
79,b'MARKAS PRI JABAR',Organisasi Sukarelawan,"MHV4+X6G, Pamekaran, Kec. Banyusari, Kabupaten Karawang, Jawa Barat 41374",None
80,b'Komunitas Relawan Emergensi Kesehatan Indonesia (KREKI)',Organisasi Sukarelawan,"Wisma 76, Letjen S. Parman St No.Kav. 76, RT.4/RW.3, Slipi, Palmerah, West Jakarta City, Jakarta 11410",(021) 25678989
81,b'HAREJO KECAMATAN JATI ASIH',Organisasi Sukarelawan,"PW8W+VGQ, RT.005/RW.003 JKI, Jatikramat, Kec. Jatiasih, Kota Bks, Jawa Barat 17421",0812-8387-7234
82,b'KRI Bekasi Pos Rescue',Organisasi Sukarelawan,"P26M+47G, RT.006/RW.012, Mustika Jaya, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17158",None
83,b'Relawan TIK Bogor',Organisasi Sukarelawan,"Jl. Bogor Indah Plaza Jl. Sholeh Iskandar No.B2, RT.04/RW.09, Kedungbadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16144",None
84,b'Sekretariat Volunteer Panthera',Organisasi Sukarelawan,"5X36+8G7, Sudajaya Girang, Kec. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151",0882-9022-0930
85,b'Rumah Kerja Relawan',Organisasi Sukarelawan,"Jl. Ciremei Ujung No.2A, RT.04/RW.10, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",None
86,b'Puskesos Ajeg Desa Banjaran Wetan',Organisasi Sukarelawan,"Kp. Cileutik, Banjaran Wetan, Kec. Banjaran, Kabupaten Bandung, Jawa Barat 40377",0858-6039-7822
87,b'GPS',Organisasi Sukarelawan,"437H+P72, Jl. Citamiang, Sukaratu, Kec. Gekbrong, Kabupaten Cianjur, Jawa Barat 43261",None
88,b'Organisasi Himpunan Pengusaha Online (HIPO)',Organisasi Sukarelawan,"Jl. Lap. Tembak No.3, RT.7/RW.7, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730",0812-8627-5388
89,b'Sekretariat realita',Organisasi Sukarelawan,"Kp bojong benteng, RT.02/RW.05, Tanjungkerta, Kec. Pagerageung, Kabupaten Tasikmalaya, Jawa Barat 46158",None
90,b'Saung GAZA',Organisasi Sukarelawan,"Jl. H. Amsar No.22, RT.5/RW.4, Cipedak, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630",None
91,b'DIMENSI',Organisasi Sukarelawan,"Jl. Kramat Lontar Gg. 2 No.3, RT.2/RW.1, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440",None
92,b'Beskem Relawan Nusantara Indramayu',Organisasi Sukarelawan,"CFXR+J82, Singakerta, Kec. Krangkeng, Kabupaten Indramayu, Jawa Barat 45284",0896-6690-4896
93,b'SERDADU PECANDU SENJA',Organisasi Sukarelawan,"Jl. Banjarlayungan, Ganeas, Kec. Talaga, Kabupaten Majalengka, Jawa Barat 45463",0895-3447-57373
94,b'Tauhid Preuner dtpeduli',Organisasi Sukarelawan,"R2F6+HWP, Unnamed Road, Bahagia, Kec. Babelan, Kabupaten Bekasi, Jawa Barat 17610",0858-8528-2753
95,b'MAKO FKPPI',Organisasi Sukarelawan,"7H72+J7X, Jalan, Drajat, Kesambi, Cirebon City, West Java 45134",None
96,"b""Werkgroep '72""",Organisasi Sukarelawan,"Nederlandse Inter-community School – Jalan NIS 1,Kenanga Terusan, Ampera Raya, Cilandak, RT.4/RW.3, Cilandak Tim., Kec. Ps. Minggu, Jakarta, Daerah Khusus Ibukota Jakarta 12560",None
97,b'Ramdani Center',Organisasi Sukarelawan,"Jl. Siliwangi No.28, Jatipamor, Kec. Panyingkiran, Kabupaten Majalengka, Jawa Barat 45459",0852-2431-1516
98,b'Sekretariat Relawan Patwal Ambulance Indonesia',Organisasi Sukarelawan,"Jl. Gurame Tim. No.17, Bambu Apus, Kec. Pamulang, Kota Tangerang Selatan, Banten 15415",None
99,b'Markas Pos 3 KATANA Jatimulya',Organisasi Sukarelawan,"Jl.Jampang Rt.03/007 No.21, Jatimulya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",None
100,b'Rifky house',Organisasi Sukarelawan,"Nico house, Tugu Utara, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750",None
101,b'Sekretariat DPC PROJO',Organisasi Sukarelawan,"HXQ5+2VC, Cileungsi Kidul, Kec. Cileungsi, Kabupaten Bogor, Jawa Barat 16820",None
102,b'CREW B-MV',Organisasi Sukarelawan,"Jl. Setapak No.52, RT.1/RW.6, Jampang, Kec. Kemang, Kabupaten Bogor, Jawa Barat 16310",None
103,b'baraya cinengah',Organisasi Sukarelawan,"72WP+25X, jl. hanjawar kota bunga, Cibadak, Kec. Sukaresmi, Kabupaten Cianjur, Daerah Khusus Ibukota Jakarta 43253",None
104,b'Sekretariat GAPPANA',Organisasi Sukarelawan,"Jln. Raya Kedep Rt. 03/19 No.35, Tlajung Udik, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16962",0812-1090-6243
105,b'Cahaya Foundation Kabupaten Bekasi',Organisasi Sukarelawan,"Jl. Pendidikan II No.95, Tambun, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",0812-1934-1021
106,b'GEMAWIRA BEKASI',Organisasi Sukarelawan,"Jl. Komp. Bkkbn Jl. Bayan II No.1, RT.003/RW.027, Mustika Jaya, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17158",None
107,b'Komunitas Peduli Ciliwung',Organisasi Sukarelawan,"Jl. Sempur Kaler No.62, RT.05/RW.01, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",(0251) 8333308
108,b'BC RPAI Korwil Depok',Organisasi Sukarelawan,"Jl. Margonda Raya No.127, Kemiri Muka, Kecamatan Beji, Kota Depok, Jawa Barat 16424",None
109,b'Roemah Djoeang kota Bekasi',Organisasi Sukarelawan,"Jalan raya Jatikramat, Pertigaan Jl. Raya Kodau No.49, RT.004/RW.003, Jatikramat, Kec. Jatiasih, Kota Bks, Jawa Barat 17421",None
110,b'Team liwet',Organisasi Sukarelawan,"4W2W+VP2, Sukajaya, Kec. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151",0816-4642-343
111,b'Rumah Belajar Mifasol',Organisasi Sukarelawan,"JR5V+677, Unnamed Road, Abadijaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411",0812-9464-8559
112,b'Posko KOMUNITAS PEDULI LINGKUNGAN',Organisasi Sukarelawan,"P283+9M7, Jl. Bojong Asri VIII, RT.001/RW.013, Bojong Rawalumbu, Kec. Rawalumbu, Kota Bks, Jawa Barat 17116",0813-1115-9748
113,b'Komunitas Loba Mere',Organisasi Sukarelawan,"Jl. Raya Cikaret Gg. H. Saiyan No.7, Pakansari, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16914",0878-7492-4095
114,b'GARCELL Jayakerta',Organisasi Sukarelawan,"Jln Jayakerta Dusun Karajan A, RT.02/RW.01, Desa Jakerta, Kec. Jayakerta, Kabupaten Karawang, Jawa Barat 41352",0857-8139-4432
115,b'R.A.B ( RELAWAN AMBULANCE BEKASI )',Organisasi Sukarelawan,"P2V4+X2M, Gg. Melati III, RT.002/RW.008, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",None
116,b'Akademi Relawan',Organisasi Sukarelawan,"Jl. Palapa XV No.1, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",0811-9940-920
117,b'Sekretariat MITRA WARGA karanganyar',Organisasi Sukarelawan,"MM9F+3WP, Ciasem Girang, Kec. Ciasem, Kabupaten Subang, Jawa Barat 41256",None
118,b'SHELTER URC SDOI & LPB',Organisasi Sukarelawan,"no Sel, Jl. Pahlawan No.127, RT.01/RW.17, Bondongan, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132",None
119,b'Berjuber (berbagi Jumat berkah)',Organisasi Sukarelawan,"GQ5X+J65, Jl. Kp. Sawah Poncol, Bojonggede, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat 16922",0888-0113-5699
120,b'Teras Inspirasi',Organisasi Sukarelawan,"Jl. Palm sadang II, perum Palm Kondang Asri blok B6 No 9, Kondangjaya, Kec. Karawang Tim., Kabupaten Karawang, Jawa Barat 41371",0812-2045-3393
121,b'IPWL GMDM DPK Kuningan',Organisasi Sukarelawan,"Jl. Otista No.218, Kuningan, Kec. Kuningan, Kabupaten Kuningan, Jawa Barat 45511",None
122,b'Relawan Siaga',Organisasi Sukarelawan,"Jl. Raya Condet No.18A, RT.9/RW.5, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",None
123,b'Saung Kang Feri',Organisasi Sukarelawan,"G48F+F5W, Unnamed Road, Cibanteng, Kec. Parungponteng, Kabupaten Tasikmalaya, Jawa Barat 46185",None
124,b'MDMC Kabupaten Tasikmalaya',Organisasi Sukarelawan,"M436+GFV, Jalan Muhammadiyah, Cikedokan, Singaparna, Tasikmalaya Regency, West Java 46411",0852-2335-5383
125,b'PPS DESA LAMBANGSARI',Organisasi Sukarelawan,"Puskesmas Lambang Sari, Lambangsari, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",None
126,b'MABES MT.DAARUL MAHABBAH Pimp.Habib Jafar Shodiq Bin Sholeh Al Atthas',Organisasi Sukarelawan,"Jl. Kemang Sari IVB No.123, RT.006/RW.009, Jatimakmur, Kec. Pd. Gede, Kota Bks, Jawa Barat 17421",0878-8986-3667
127,b'Sekretariat BKM Rahayu',Organisasi Sukarelawan,"JF69+746, Pucung, Kec. Kota Baru, Kabupaten Karawang, Jawa Barat 41374",None
128,b'Rumah Rindu Gurka Depok',Organisasi Sukarelawan,"HV44+7HM, Jl. Persaudaraan, Cilangkap, Kec. Tapos, Kota Depok, Jawa Barat 16458",0822-1155-7661
129,b'Basecamp Sekolah Relawan',Yayasan,"Jl. Sawi No.139, Beji, Kecamatan Beji, Kota Depok, Jawa Barat 16421",(021) 77805706
130,b'Mabes GEMAPETA DKI Jakarta',Organisasi Sukarelawan,"Jl. TB Simatupang No.23, RT.2/RW.4, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830",None
131,b'Institut Pemberdayaan Masyarakat (IPM)',Organisasi Sukarelawan,"H3MM+JGX, Sindangmulya, Kec. Cibarusah, Kabupaten Bekasi, Jawa Barat 17340",0812-9458-0808
132,b'DPP BARANUSA',Organisasi Sukarelawan,"Jl. Pisangan Baru Tengah IV No.39A, RT.3/RW.4, Pisangan Baru, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13110",None
133,b'Sekretariat tapak rimba',Organisasi Sukarelawan,"Unnamed Road, Nagrak, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152",0895-1909-3767
134,b'Gg Sitameng V.Sutawinangun Kec Kedawung Kab Cireboj',Organisasi Sukarelawan,"7GJV+P7W, Gg. Sitameng V, Sutawinangun, Kec. Kedawung, Kabupaten Cirebon, Jawa Barat 45153",None
135,b'selshoppp',Organisasi Sukarelawan,"Kontrakan Ijo, Jl. KH. Agus Salim Gg. Pedul, RT.010/RW.008, Duren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17112",0857-7202-1000
136,b'Mabes TEKA Escorting Purwakarta',Organisasi Sukarelawan,"Gg. Bhakti 2, Purwamekar, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41119",0878-8639-4000
137,b'FORUM REMAJA BUMI ASRI PAMIJAHAN - FORBAP',Organisasi Sukarelawan,"7F79+PPH, Pamijahan, Kec. Plumbon, Kabupaten Cirebon, Jawa Barat 45155",None
138,b'GOEBOEG BOEROEH',Organisasi Sukarelawan,"Jl. Cakung Cilincing Raya No.168, RT.11/RW.4, Semper Bar., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130",None
139,b'Daya Cipta Budaya',Organisasi Nonprofit,"Jl. Piit No.5, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",(022) 31001408
140,b'Diens.co Indonesia',Organisasi Sukarelawan,"XMRQ+JX, Hegarmanah, Kec. Wr. Kiara, Kabupaten Sukabumi, Jawa Barat",None
141,b'Sekretariat P3A Karya Bakti Benjot',Organisasi Sukarelawan,"Kp. Selaeurih RT. 003 RW. 001, No. 70, Kec. Cugenang, Benjot, Kec. Cugenang, Kabupaten Cianjur, Jawa Barat 43252",None
