Nomor,Nama,Label,Alamat,Telephone
11,b'DPD ADO DIY',Organisasi Sukarelawan,"68FQ+6PM, guyangan, Jl. Ngapak - Kentheng, Area Sawah, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55592",None
12,b'Sahabat Nurhidayat',Organisasi Sukarelawan,"Jl. Saman, Tanjung, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55187",0859-6412-2256
13,b'IKKJ JOSS DIY',Organisasi Sukarelawan,"Jl. Ibu Ruswo No.35, Yudonegaran, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",0878-3999-5009
14,b'Markas Komando Satmenwa Kalimasada',Organisasi Sukarelawan,"UPN ""Veteran"" Yogyakarta, Jalan SWK 104,, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",None
15,b'Rumah Belajar Indonesia Bangkit (RBIB) Jogja',Organisasi Sukarelawan,"Jl. Kalijaga No.6A, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",0856-4685-3408
16,b'Perpustakaan Rifka Annisa',Organisasi Sukarelawan,"Jl. Jambon IV, Komplek Jatimulyo Indah, Yogyakarta, Indonesia, Kricak, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",None
17,b'education',Organisasi Sukarelawan,"6CWF+45W, Jl. Paingan, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",None
18,b'SEKRETARIAT BERSAMA RELAWAN BERBAH',Organisasi Sukarelawan,"5CVV+R4J, Berbah, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",None
19,b'Panggung Guyub',Organisasi Sukarelawan,"Gg. Yudistira No.15, Glondong, Panggungharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",None
20,b'Himpunan Wanita Disabilitas Indonesia DPD DIY',Organisasi Sukarelawan,"Jomblang RT01 / RW29, Jomblang, Sendangadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55285",0877-3890-1065
21,b'DESTANA MINOMARTANI',Organisasi Sukarelawan,"Komplek Kalurahan, Gantalan, Minomartani, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",0877-1976-3400
22,b'Indonesian Reformator Leaders',Organisasi Sukarelawan,"Brajan, Kasihan, perbatasan Yogya - Bantul, dekat UMY, Brajan, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",None
23,b'Kantor Pengurus Masjid UIN Sunan Kalijaga Yogyakarta',Organisasi Sukarelawan,"697V+FQ6, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",None
24,b'ORGANISASI RELAWAN DAN BUDAYA',Organisasi Sukarelawan,"Jetis, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",None
25,b'Karbolo Community',Organisasi Sukarelawan,"Unnamed Road, Mancasan, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",0878-3844-6911
26,b'MAKO TIRTO RESCUE BERBAH',Organisasi Sukarelawan,"Blendangan, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",None
27,b'Sub Pokdarwis Canden Wetan',Organisasi Sukarelawan,"Canden RT:05, Canden, Kec. Jetis, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55781",0857-2995-3110
28,b'Rumah Relawan Ganjarist Prambanan',Organisasi Sukarelawan,"6GV6+CJW, Kongklangan, Kotesan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454",None
29,b'Saka Bhayangkara Kota Yogyakarta',Organisasi Sukarelawan,"59X6+XRV, Jl. Reksobayan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",None
30,b'Ukm Mahapala Umby',Organisasi Sukarelawan,"Karanglo, Argomulyo, Kec. Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752",None
31,b'Posko Mapala KAPAKATA INSTIPER',Organisasi Sukarelawan,"6CQG+997, Jl. Nangka II, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",None
32,b'KSR PMI Unit VI Universitas Sanata Dharma',Organisasi Sukarelawan,"Student Center Lantai 2, Universitas Sanata Dharma, Jl. Tromol Pos 29, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",None
33,b'Pos Pantau Jombor',Organisasi Sukarelawan,"mraen,RT 04/10, Gg. Menur, Mlati Dukuh, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",None
34,b'Sekertariat IKMK UNY',Organisasi Sukarelawan,"Jl. Karangmalang Blok A No.4, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",0899-5129-826
35,b'POSKO BANSER SATKORYON NGAGLIK',Organisasi Sukarelawan,"Jl. Kaliurang No.11, Pedak, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",None
36,b'Sekretariat Relawan Destana 005 Pengasih',Organisasi Sukarelawan,"Jl, Projo Martani No.5, Pengasih, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652",None
37,b'Tower Relawan Mta Cangkringan',Organisasi Sukarelawan,"9CHR+4CW, Unnamed Road, Plaserejo, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",0813-9290-9987
38,b'KSR PMI Unit UNY',Organisasi Sukarelawan,"Student Center UNY Lantai 1 Sayap Timur, Jl. Karangmalang, Karangmalang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",0816-695-358
39,b'MAKO SEKRETARIAT MERAPI COMMUNITY 283 DIY',Organisasi Sukarelawan,"8C34+53C, Jl. Kaliurang, Turen, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",None
40,b'Pos KBC',Organisasi Sukarelawan,"48QQ+8W8, Area Sawah, Pendowoharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186",0812-5922-9858
41,b'KOMUNITAS BANYU BENING',Organisasi Sukarelawan,"Karang, RT.02/RW.29, Karang, Sumberagung, Kec. Moyudan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55563",None
42,b'Borsak Mangatasi Nababan',Organisasi Sukarelawan,"5FX7+WCJ, Jragung, Jogotirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",0813-9394-4244
43,b'Sekretariat Ruqyah Aswaja Bantul',Organisasi Sukarelawan,"Jl. Imogiri Tim. No.KM 10, Wonokromo I, Wonokromo, Kec. Pleret, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55791",None
44,b'MAKO Induk FPMKI',Organisasi Sukarelawan,"9CQP+4XJ, Gondang, Tangkisan, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",None
45,b'Edi Nugroho',Organisasi Sukarelawan,"274G+8MG, Tegalsari, RT.068, Srigading, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta",0813-9041-7771
46,b'Sekretariat Relawan Masjid Indonesia Siaga',Asosiasi atau Organisasi,"Jl. Jogokaryan No.68, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",0851-6305-0911
47,b'Posko Banu - B4NU',Organisasi Sukarelawan,"Jl. Cangkringan No.01, Pakemtegal, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",None
48,b'Posko FPRB Srimulyo',Organisasi Sukarelawan,"5F87+Q98, Gg. Ngamarto, Payak Wetan, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",None
49,b'Kesekretariatan FKPM Paksi Katon Pajangan',Organisasi Sukarelawan,"Jetis, Sendangsari, Kecamatan Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",0896-8560-6830
50,b'Mako Relawan Restu Ibu Klaten',Organisasi Sukarelawan,"6GVP+QWQ, Platar, Wirosari, Somopuro, Kec. Jogonalan, Kabupaten Klaten, Jawa Tengah 57452",None
51,b'POSKO GABUNGAN MERAPI 2020',Organisasi Sukarelawan,"Jl. Palagan Tentara Pelajar No.km, RW.13, Kasenan, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",0856-4389-3649
52,b'Markas Relawan GURUH MERAPI Magelang',Organisasi Sukarelawan,"F87X+775, Jl. Babadan, Mangunsoko, Kec. Dukun, Kabupaten Magelang, Jawa Tengah 56482",None
53,b'Mako Relawan Semin',Organisasi Sukarelawan,"Jl. Raya Semin Kemejing No.001, RT.003, Bendung, Kec. Semin, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55854",0813-9255-5775
54,b'SAPALA IKIP PGRI WATES',Organisasi Sukarelawan,"45VG+82M, Gn. Gondang, Margosari, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652",0823-6601-8399
55,b'Posko tim kamboja',Organisasi Sukarelawan,"8GMF+C9R, Dusun 1, Keputran, Kec. Kemalang, Kabupaten Klaten, Jawa Tengah 57484",None
56,b'Padepokan Romo Yosep Suyatno',Organisasi Sukarelawan,"89VW+X6X, Jl. Jogja - Turi, Jambalangan, Purwobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",None
57,b'Posko KSB/Fprb Bimasakti',Organisasi Sukarelawan,"Jl. pramuka, Singosaren, Wukirsari, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782",None
58,b'Taman Cerdas Lentera Merapi',Organisasi Sukarelawan,"8FP6+8H2, Suruh, Argomulyo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",None
59,b'Homestay Dindang',Organisasi Sukarelawan,"kenayan 01/29, Sanggrahan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",0813-2895-2880
60,b'POS KSM GLAGAHARJO',Organisasi Sukarelawan,"Unnamed Road, Dengis, Glagaharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",None
61,b'KSR PMI UNIT VII UIN Sunan Kalijaga Yogyakarta',Organisasi Sukarelawan,"Gd. Student Center Lt. Dasar No.1.12 UIN Sunan Kalijaga, Papringan, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",None
62,b'Mapasadha (Mahasiswa Pecinta Alam Universitas Sanata Dharma',Organisasi Sukarelawan,"Jl. Stm.Mrican No.7500, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",0822-7981-4533
63,b'Posko Relawan Bencana Jatinom',Organisasi Sukarelawan,"8HWV+VX5, Dusun 1, Jemawan, Kec. Jatinom, Kabupaten Klaten, Jawa Tengah 57481",None
64,b'TBA Atap Langit',Organisasi Sukarelawan,"Jl. Nirwana No.15, Dukuhan, Gunungpring, Kec. Muntilan, Kabupaten Magelang, Jawa Tengah 56415",None
65,b'MAKOE EMERGENCY SKB',Organisasi Sukarelawan,"7GRH+F5, Mampiran, Joton, Kec. Jogonalan, Kabupaten Klaten, Jawa Tengah",0857-9917-8000
66,b'Bescam kebtana',Organisasi Sukarelawan,"C4HR+JXC, Demangan, Kebonrejo, Kec. Salaman, Kabupaten Magelang, Jawa Tengah 56162",None
67,b'BASECAMP KOPASTA',Organisasi Sukarelawan,"8J3F+JQR, Macanan, Karanganom, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah",0812-1502-5851
68,b'HOME BASE RELAWAN S.K.A.T',Organisasi Sukarelawan,"Desa Jurangjero, RT. 02 / RW. 02 Karanganom, Dusun I, Jurangjero, Kec. Karanganom, Kabupaten Klaten, Jawa Tengah 57475",0812-8181-7911
69,"b'RAPI Pandak, Joglo Pinggir Sawah (JPS)'",Organisasi Sukarelawan,"Tirto, Triharjo, Kec. Pandak, Kabupaten Bantul, Daerah Istimewa Yogyakarta",0812-2622-616
70,b'Posko Relawan Kecamatan Ngawen (RKN)',Organisasi Sukarelawan,"Jl. Klaten - Jatinom No.Km. 4, Dusun 2, Ngerangan, Kec. Ngawen, Kabupaten Klaten, Jawa Tengah 57466",None
71,b'WIDIYANTA GOBUMI',Organisasi Sukarelawan,"FF3P+J9C, Gobumi, Mriyan, Tamansari, Kabupaten Boyolali, Jawa Tengah 57331",None
72,b'RAPI Lokal Kapanewon Pandak',Organisasi Sukarelawan,"Karangjoho RT 04, Tirto, Triharjo, Kec. Pandak, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55761",None
73,b'Posko Merapi Padepokan Yoseph Suyatno',Organisasi Sukarelawan,"9CM6+9GP, Kemiri, Purwobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",0896-3966-0797
74,b'Rumah Banyu Bening',Organisasi Sukarelawan,"Gantiwarno, Kampung, Kec. Ngawen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55853",None
75,b'MAKO SAR RAJAWALI MERAH PUTIH',Organisasi Sukarelawan,"Jl. Satrio Wibowo Sel. No.1D, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142",0822-2332-6686
76,b'Hartatik KADER',Organisasi Sukarelawan,"2P5R+RXM, Mendak, RT.01/RW.01, Wonodoyo, Sumbergiri, Kec. Ponjong, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55892",None
77,b'Sekertariat MOSKOW(MioSkubekOwner)GK',Organisasi Sukarelawan,"3J5G+P5V, Grogol IV, Bejiharjo, Kec. Karangmojo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55891",None
78,b'POSKO KATANA KRAJAN',Organisasi Sukarelawan,"Dusun 2, Krajan, Kec. Jatinom, Kabupaten Klaten, Jawa Tengah 57481",0838-7202-1315
79,b'Mako mdmc klaten - sar muhammadiyah',Organisasi Sukarelawan,"7JV6+7Q3, Unnamed Road, Srogo, Mojayan, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57438",None
80,b'Posko TRC GAMPING',Organisasi Sukarelawan,"6867+47M, Area Sawah, Sidoarum, Kec. Godean, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55264",0877-3952-2698
81,b'Pemuda Tata Ruang (PETARUNG)',Organisasi Pemuda,"Jl. Kramatan, Nogosaren, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55592",0878-3272-9809
82,b'Induk Relawan ASC',Organisasi Sukarelawan,"H3GP+8P9, Prampelan, Adipuro, Kec. Kaliangkrik, Kabupaten Magelang, Jawa Tengah 56153",None
83,b'Wani Perih ERT',Organisasi Sukarelawan,"Jl. Ngawen No.2011, Kp. Kidul, Kampung, Kec. Ngawen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55853",None
84,b'BC RELINTAS',Organisasi Sukarelawan,"Jl. Ki Penjawi No.104, Sidorejo Lor, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50714",0815-6561-452
85,b'MAKO SAR MAGANA',Organisasi Sukarelawan,"9Q7Q+Q2M, Unnamed Road, Dusun I, Ngrombo, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",None
86,b'RELINDO (Indonesian Volunteers for Humanity) PengDa BOYOLALI',Organisasi Sukarelawan,"FM78+85J, Kantil, Teras, Kec. Teras, Kabupaten Boyolali, Jawa Tengah 57372",0812-1212-2927
87,b'Kantor Pusat KRI',Organisasi Sukarelawan,"FQV7+VW6, Lemah Abang, Dibal, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",None
88,b'Komunitas Jumat Peduli',Organisasi Amal,"Jl. Glagahsari No.58, Plumbon, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",None
89,b'FJB Arman Sarwi',Organisasi Sukarelawan,"9GMQ+8XX, Tegalrejo, mriyan, Kec. Musuk, Kabupaten Boyolali, Jawa Tengah 57331",None
90,b'Posko Relawan Sejuk',Organisasi Sukarelawan,"Jl. Raya Jumantono No.KM. 1, Ngadirejo, Ngunut, Kec. Jumantono, Kabupaten Karanganyar, Jawa Tengah 57782",None
91,b'Cakruk Baca Bergerak',Organisasi Sukarelawan,"Dsn. Demangan RT/RW : 10/04, Demangan, Kadirejo, Kec. Pabelan, Kabupaten Semarang, Jawa Tengah 50771",0823-2251-8667
92,b'SUKMADESI SAWIT',Organisasi Sukarelawan,"CMCH+Q37, Unnamed Road, Dusun 2, Gombang, Kec. Sawit, Kabupaten Boyolali, Jawa Tengah 57374",None
93,b'Rumah wiyata wiwin',Organisasi Sukarelawan,"M9QF+F7Q, Gertas, Brongkol, Kec. Jambu, Kabupaten Semarang, Jawa Tengah 50663",None
94,b'Basecamp Water Rescue Guruh Merapi',Organisasi Sukarelawan,"F65P+VCV, Gedongan, Blondo, Kec. Mungkid, Kabupaten Magelang, Jawa Tengah 56512",0896-3652-7649
95,b'RELINTAS SALATIGA',Organisasi Sukarelawan,"Jl. Ki Penjawi No.14, RT.02, Sidorejo Lor, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50714",0815-6561-452
96,b'Basecamp ICK Korwil Delanggu Raya',Organisasi Sukarelawan,"9MQX+C83, Jalan Lingkar, Gentan, Kepanjen, Delanggu, Klaten Regency, Central Java 57471",None
97,b'POS AJU KEMALANG',Organisasi Sukarelawan,"Posko aju, Dusun 1, Keputran, Kec. Kemalang, Kabupaten Klaten, Jawa Tengah 57484",None
98,b'Sekretariat oprb borobudur',Organisasi Sukarelawan,"Ngadiwinatan 2, Ngadiwinata 2, Karanganyar, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553",0857-1970-3552
99,b'Mdmc Jateng Area 12',Organisasi Sukarelawan,"Jl. Garuda Mas No.3-7, Gatak, Pabelan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169",None
100,b'MARKAS KSR UIN RM SAID',Organisasi Sukarelawan,"CPRM+GJ3, Jl. Pandawa 1, Dusun IV, Pucangan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57168",None
101,b'KRI BASECAMP JAMPEN',Organisasi Sukarelawan,"FQQV+FCV, jampen, RT.02/RW.06, Karang Pong, Kismoyoso, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",0815-4842-0391
102,b'POSKO BAMAS',Organisasi Sukarelawan,"9R8X+VG4, Jl. Ngleses, Samin, Pandeyan, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",0822-2523-9189
103,b'Sekretariat KPA Rajawali',Organisasi Sukarelawan,"Dusun I, Tarubatang, Kec. Selo, Kabupaten Boyolali, Jawa Tengah 57363",0878-3841-7950
104,b'MAKO INDUK RESCUE JPS',Organisasi Sukarelawan,"8R5H+CXF, Pangin, Joho, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah",None
105,b'MAKO RESJU',Organisasi Sukarelawan,"8XWR+Q9F, Ngadirejo, Ngunut, Kec. Jumantono, Kabupaten Karanganyar, Jawa Tengah 57782",None
106,b'Rescue racing home 119',Organisasi Sukarelawan,"Gg. Bima No.2, RT.01/RW.03, Sitanjung, Pangenjurutengah, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54114",0857-0234-0088
107,b'MAHAKARTA Search And Rescue of Yogyakarta',Jasa Les Privat,"Jl. Kaliurang, Candi Karang, Sardonoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",None
108,b'SEKRETARIAT RAGAMA',Organisasi Sukarelawan,"Jl. Ovensari Raya, Kembang, Duwet, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",0812-2971-753
109,b'Kantor Info Cegatan Klaten',Organisasi Sukarelawan,"8JC3+6MH, Kwarsa, Gergunung, Kec. Klaten Utara, Kabupaten Klaten, Jawa Tengah 57434",None
110,b'Agus SR',Organisasi Sukarelawan,"CC2R+62G, BESUKI, RT.04/RW.02, Jatiluhur, Kec. Rowokele, Kabupaten Kebumen",None
111,b'JBS ( Joglo Samira Berkah )',Organisasi Sukarelawan,"Kebakan, Sapen, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",0877-7462-7557
112,b'semarang peduli',Organisasi Sukarelawan,"Gabu Raya, Tambangan, Kec. Mijen, Kota Semarang, Jawa Tengah 50215",(024) 70444501
113,b'Mako Relawan Karang',Organisasi Sukarelawan,"9473+VQ9, Karang Kulon, Karang, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",None
114,b'Garangan Adventure Korwil Magelang',Organisasi Sukarelawan,"Jl. Magelang No.20, Ngarancah, Tamanagung, Kec. Muntilan, Kabupaten Magelang, Jawa Tengah 56413",0857-1224-3978
115,b'mako RELAWAN GERDU',Organisasi Sukarelawan,"938W+WJM, Popongan, Gerdu, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah",None
116,b'Laskar Sedekah Surakarta',Organisasi Sukarelawan,"Blimbing RT/RW :, Wonorejo, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57555",0822-4214-4222
117,b'Adisurya Comunication',Organisasi Sukarelawan,"H3GP+9R7, Prampelan, Adipuro, Kec. Kaliangkrik, Kabupaten Magelang, Jawa Tengah 56153",0878-3825-5452
118,b'Shelter URC Klaten 2',Organisasi Sukarelawan,"Janidan, Ngadirejo, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57163",0813-3660-0398
119,b'POS 1 READ KARANGANYAR',Organisasi Sukarelawan,"Jl. Raya Solo-Tawangmangu No.126, Perum Uns, Sapen, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57554",None
120,b'Satelit MDMC Gunungkidul (Muhammadiyah Disaster Management Center)',Organisasi Sukarelawan,"3H3R+FVW, Kemoro Sari II, Piyaman, Kec. Wonosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55851",0818-0939-3773
121,b'YPAC Nasional',Organisasi Sukarelawan,"Jl. LU. Adisucipto KM 7, Colomadu, Paulan Kulon, Paulan, Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57176",(0271) 780075
122,b'Homebase Teras Kecil',Organisasi Sukarelawan,"Jl. Jend. A. Yani No.18, Karang Kulon, Papahan, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57722",None
123,b'Posko relawan gemawang',Organisasi Sukarelawan,"Jl. Karanganyar-Karangpandan No.27, Bendungan, Bangsri, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0813-2711-6557
124,b'BAREPRO Pusat',Organisasi Sukarelawan,"Jl. Prapto Koting Palur, Banaran, Ngringo, Kec. Jaten, Kabupaten Karanganyar, Jawa Tengah 57731",0852-0132-6441
125,b'Korps Sukarela KSR Unit PMI Banjarnegara',Organisasi Sukarelawan,"Kantor PMI Banjarnegara, Jl. Letjend Suprapto No.74, Wangon, Kec. Banjarnegara, Kab. Banjarnegara, Jawa Tengah 53417",None
126,b'Tim Resik-Resik Masjid',Organisasi Sukarelawan,"Masjid Al-Istiqomah, Jl. Jati Raya No.1, Srondol Wetan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50264",None
127,"b""RELAWAN SADAR QUR'AN REPUBLIK INDONESIA""",Organisasi Sukarelawan,"Perum Pantura Indah Gang Kenanga No.08, RT.01/RW.10, Sekopek Kulon, Sarirejo, Kec. Kaliwungu, Kabupaten Kendal, Jawa Tengah 51372",0895-3841-12284
128,b'Posko Relawan Ganefo',Organisasi Sukarelawan,"M385+V4G, Jelis, Katelan, Kec. Tangen, Kabupaten Sragen, Jawa Tengah 57261",None
129,b'Pasukan Kurang Turu Ketepeng',Organisasi Sukarelawan,"Jl. Tengiri Raya No.48 RT 003/05, Bandarharjo, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50175",None
130,b'Posko Relawan RPM',Organisasi Sukarelawan,"Jl. Karangpandan-Ngargoyoso, Sidi, Nglegok, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793",0813-9267-3458
131,b'Sekretariat Relawan Sosial Jogja',Kantor Perusahaan,"5C9W+3VF, Karang Tengah, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",0857-2750-8278
132,b'Sekretariat Wongsalam',Organisasi Sukarelawan,"Jl. Citrosancakan No.8, Dusun 1, Gemolong, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274",None
133,b'mdmc - LPB Muhammadiyah Klaten',Organisasi Sukarelawan,"Unnamed Road, Srogo, Mojayan, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57438",0877-3821-8908
134,b'SEKRETARIAT RAPI LOKAL 7 SAMPUNG',Organisasi Sukarelawan,"Bukhori, Jl. Al Kholili, Mandahilang, Tulung, Kec. Sampung, Kabupaten Ponorogo, Jawa Timur 63454",None
