Nomor,Nama,Label,Alamat,Telephone
121,b'Primapala Boyolali',Organisasi Sukarelawan,"HGM5+QHH, Dusun 4, Ngadirojo, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352",None
122,b'KSR PMI Unit UNSIQ',Organisasi Sukarelawan,"Markas KSR PMI Unit UNSIQ, Gdg Kemahasiswaan UNSIQ Lt. 2, Jln KH. Hasyim Asy'ari, Kalibeber, Kec. Mojotengah, Kabupaten Wonosobo, Jawa Tengah 50517",0822-3435-5313
123,b'MAKO DPD PETA JATENG',Organisasi Sukarelawan,"H24R+CJJ, Sungkul, Plumbungan, Kec. Karangmalang, Kabupaten Sragen, Jawa Tengah 57222",0812-2961-5100
124,b'POSKO GABUNGAN MERAPI 2020',Organisasi Sukarelawan,"Jl. Palagan Tentara Pelajar No.km, RW.13, Kasenan, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",0856-4389-3649
125,b'Mako BAGANa',Organisasi Sukarelawan,"93CR+CHH, Gedangan, Salam, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0823-2226-1926
126,b'Sekertariat MOSKOW(MioSkubekOwner)GK',Organisasi Sukarelawan,"3J5G+P5V, Grogol IV, Bejiharjo, Kec. Karangmojo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55891",None
127,b'Pos Pantau Jombor',Organisasi Sukarelawan,"mraen,RT 04/10, Gg. Menur, Mlati Dukuh, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",None
128,b'Sekretariat MRI Kudus',Organisasi Sukarelawan,"6R4V+6CV, Candi Lor, Singocandi, Kec. Kota Kudus, Kabupaten Kudus, Jawa Tengah 59314",None
129,b'Gg. Petraka',Organisasi Sukarelawan,"Jl. Tratai No.123, Tratebang Kidul, Tratebang, Kec. Wonokerto, Kabupaten Pekalongan, Jawa Tengah 51153",None
130,b'Pos KBC',Organisasi Sukarelawan,"48QQ+8W8, Area Sawah, Pendowoharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186",0812-5922-9858
131,b'Mako Bandhang (Bangsri Tumandhang)',Organisasi Sukarelawan,"Bangsri, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0857-0151-0900
132,b'Kesekretariatan FKPM Paksi Katon Pajangan',Organisasi Sukarelawan,"Jetis, Sendangsari, Kecamatan Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",0896-8560-6830
133,b'IKKJ JOSS DIY',Organisasi Sukarelawan,"Jl. Ibu Ruswo No.35, Yudonegaran, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",0878-3999-5009
134,b'Komunitas Sukarelawan Cirebon',Organisasi Sukarelawan,"Gedung Kantor SEB LOGISTICS, Ruko Perum Tirta Plumbon indah, Jl. Raya Plumbon - Palimanan No.KM.11, Gombang, Kabupaten Cirebon, Jawa Barat 45155",0815-6477-8879
135,b'Sekretariat oprb borobudur',Organisasi Sukarelawan,"Ngadiwinatan 2, Ngadiwinata 2, Karanganyar, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553",0857-1970-3552
136,b'NAGA BONAR (BANSER)',Organisasi Sukarelawan,"83VX+MJF, Guyangan, Kec. Trangkil, Kabupaten Pati, Jawa Tengah 59153",None
137,b'Posko FPRB Srimulyo',Organisasi Sukarelawan,"5F87+Q98, Gg. Ngamarto, Payak Wetan, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",None
138,b'Rescue racing home 119',Organisasi Sukarelawan,"Gg. Bima No.2, RT.01/RW.03, Sitanjung, Pangenjurutengah, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54114",0857-0234-0088
